workload;revision;heuristics;operatorcounting;state_equation_constraints;lm_hm;merge_and_shrink;two_transition_systems;ipdb;sample_based_potentials;sample_soplex;lm_optimal;subtasks;hmax;lmcut;lmcount;cegar;all_states_potential;diverse_potentials;goals;rhw_only_causal_landmarks;lm_rhw;all_transition_systems_with_fixpoint;states_soplex;lm_zg;use_integer_vars;use_integer_operator_counts;original;count_soplex;exhaust_only_causal_landmarks;conjunctive_landmarks;shrink_fh;rhw_use_orders;hm_use_orders;rhw_disjunctive_landmarks;zg_use_orders;use_time_vars;state_equation_constraints * use_integer_operator_counts;use_integer_operator_counts * use_integer_vars;use_integer_vars * use_time_vars;count_soplex * state_equation_constraints;exhaust_only_causal_landmarks * lm_optimal;count_soplex * use_time_vars;conjunctive_landmarks * hm_use_orders;shrink_fh * two_transition_systems;rhw_disjunctive_landmarks * rhw_use_orders;rhw_disjunctive_landmarks * rhw_only_causal_landmarks;rhw_only_causal_landmarks * rhw_use_orders;all_transition_systems_with_fixpoint * shrink_fh;use_integer_operator_counts * use_time_vars;use_integer_operator_counts * use_integer_vars * use_time_vars;error
airport_p07airport2p2;19_06;0.00686799999937099;1799.993132;-1799.926442;215.845636999999;3.47281800000185;-3.34785500000214;0.995478000001037;0.259630000001243;;0.0564080000004345;0.110224000001869;0.00507599999935635;0.0142340000001273;0.0160950000009603;;0.00768000000009709;0.0406960000044505;-0.0839269999989694;0.0125159999991667;-0.00721100000051822;1.09710399999893;;0.00766399999920281;8.97609310308292E-13;;-0.0380649999993963;;0.0138759999995337;0.758599999999702;-0.0247300000016239;0.000192999999797774;-1.03600000000052;-0.00138300000032511;-0.00066799999971106;3.99897224971559E-13;;;6.03757603304318E-13;;-0.0141649999999374;;-0.492800000000526;0.0251270000008619;0.00097199999970797;0.00116299999973735;4.5999999672754E-05;0.00736599999998244;;;0.00205360758672217
airport_p07airport2p2;19_12;0.00689999999891915;1799.9931;-1799.925569;215.627484;3.42622600000299;-3.30193300000251;1.01007100000283;0.265488000002005;-0.00635900000000967;0.0563150000003013;0.109879000001621;0.00583700000094802;0.0135140000006473;0.0170160000008039;;0.00840600000091501;0.0429570000017193;-0.0837389999989689;0.0117869999998291;-0.00844300000034771;1.14098399999801;-0.00733299999962302;0.00573600000147172;-2.25884669387407E-13;;-0.0382799999994436;2.86750358294329E-13;0.0135470000004529;0.112799999999052;0.0205019999998898;0.00089599999997893;-0.53800000000015;0.000465000000044609;0.000696999998725504;5.69885510626916E-13;;;1.34068553911285E-12;-0.0154400000003935;-0.0164560000004794;-1.03943352161941E-12;0.453400000001448;-0.0189009999975231;-0.000818000001398192;0.00116699999867012;-0.000331000000977088;-0.0305919999979105;;;0.163515490662069
airport_p07airport2p2;20_06;0.00713899999892245;1799.992861;-1799.923999;222.688673;3.45710300000298;-3.31842800000251;0.990893000002822;0.26559000000201;-0.00244600000001618;0.058825000000299;0.118674000001621;0.00692200000094575;0.0159240000006434;0.0151880000008;;0.00883200000091343;0.0427570000017177;-0.0905199999989709;0.01177624999983;-0.0054421250003492;1.12953599999801;-0.00658899999962444;0.00728300000147122;-2.26433999047184E-13;;-0.0481019999994433;2.89825082089561E-13;0.0159540000004499;0.00939999999905887;0.0279139999998895;-7.57500000185211E-05;0.413799999999814;-3.97499999545319E-05;0.00161899999872359;5.7132956935975E-13;;;1.33941935675369E-12;-0.0147890000005635;-0.0171000000004847;-1.04879231138731E-12;-0.245199999998551;-0.0306479999975252;-0.000412500001398093;0.000926499998671121;0.000502499999022785;-0.0457719999979145;;;0.0616588400871309
airport_p07airport2p2;21_12;0.00712599999969245;1.6219220000002;-1.55238400000012;222.798388;3.4537300000002;-3.31689600000016;1.05966200000024;0.280950000000218;-0.00810900000005777;0.056497999999959;0.120273000000212;0.00766300000023843;0.0147700000003006;0.0172860000002256;;0.0090900000001165;0.044291000000229;-0.0915229999999259;0.0123592499999741;-0.00789612500008025;1.08449599999998;-0.00666899999991207;0.00655900000001794;32.4282320000003;33.6423920000001;-0.0447299999998629;1.34184599999965;0.0147120000000169;0.0920000000002562;-0.0136280000001392;0.00159924999991075;-0.469399999999672;-0.00021575000003012;0.000140000000053959;0.386366000000133;-33.402105;-30.6396319999999;204.760954000001;-1.35833299999993;-0.0144950000000181;3.70483000000012;1.23160000000007;0.0148810000003511;-0.000854500000048115;-0.000405500000144669;-0.000928500000068796;0.0184260000003373;94.8507940000003;-96.718154;0.0621272334229392
airport_p07airport2p2;22_06;0.00775999999968235;1.60784200000021;-1.53879700000012;236.17423;3.4452700000002;-3.31013300000017;1.04916600000025;0.284400000000225;-0.0120050000000573;0.0554999999999573;0.118275000000228;0.00643700000024394;0.0153290000003075;0.0120100000002333;;0.00826000000011965;0.0447330000002353;-0.0901419999999241;0.0120304999999731;-0.00592225000008456;1.11832399999998;-0.00673899999990417;0.00941100000002212;32.8078580000003;33.4120780000001;-0.044778999999856;1.36088799999964;0.0140710000000194;-0.361199999999771;0.0353339999998535;0.000450499999907572;0.431600000000354;0.00115849999996848;-0.000185999999945891;0.44881000000013;-33.169254;-30.7320779999999;204.663930000001;-1.37584999999992;-0.0151410000000232;3.70532600000013;0.334600000000108;-0.0326989999996352;-3.70000000515409E-05;-0.00131700000015267;-0.000116000000073566;-0.061745999999646;95.8213100000003;-97.24991;0.0333907527686098
airport_p07airport2p2;22_12;0.00680299999969781;2.34851900000019;-2.28099300000011;215.526221;3.44212500000019;-3.30647900000015;1.03198500000024;0.278635000000216;-0.0052830000000581;0.0562099999999594;0.120991000000202;0.00650000000023529;0.0158300000002997;0.0125760000002206;;0.00934900000011486;0.044070000000227;-0.0926159999999271;0.0117894999999749;-0.00490925000007758;1.10918799999998;-0.00658999999991848;0.00969800000001421;32.0286580000003;31.0026780000001;-0.047183999999865;0.606199999999659;0.0143550000000163;0.0612000000001948;0.0110019999998679;0.00115849999991258;0.468600000000336;-7.50000002871197E-06;-0.000563999999945377;-0.331697999999864;-30.757864;-28.2844179999999;205.152518000001;-0.619441999999932;-0.0165950000000133;4.47938400000011;0.216200000000072;-0.00854399999965609;-0.000624000000046815;-0.000329000000141438;-0.00100900000006642;0.0119500000003292;97.1618980000003;-97.711158;0.267699319929613
barmanopt11strips_pfile01001;19_06;14.4300999999988;1785.5699;-1281.8414;-12.5155400000011;31.5617000000018;-8.51014000000152;10.4643200000016;-6.27207399999808;;1759.3083;6.43496000000228;18.6457799999995;178.0855;26.2616000000013;;-0.111679999998756;-8.11479399999486;5.96964000000083;-1.51892000000079;-11.8842700000012;0.218339999999062;;-12.9511400000016;9.49832828324838E-13;;-1.43759999999995;;-13.1510199999986;58.7498399999999;53.0686799999996;14.3014999999997;26.0792399999993;1.98523999999953;0.533299999998988;5.98091334172088E-13;;;1.10779774346263E-12;;13.1510200000018;;122.214159999999;7.22188000000044;3.63328000000011;-0.256659999999624;-0.107959999999593;0.428119999999748;;;0.0311751256507025
barmanopt11strips_pfile01001;19_12;14.3863599999986;1785.61364;-1284.5408;-12.2471000000012;31.395100000004;-8.47346000000245;10.3427800000033;-6.22604799999769;-0.0778740000001297;1759.69192;7.58346000000225;20.446280000001;178.135240000002;25.9217200000021;;-0.181799999998358;-8.11512399999821;4.78897999999999;-1.76165000000055;-11.8068150000011;0.257179999997298;-0.375380000000793;-12.6405999999989;-3.73452183624872E-13;;-2.66511999999994;2.36596631939413E-12;-12.8693999999978;58.782239999999;53.1202999999998;14.0095899999998;24.6840199999993;2.4911699999996;0.560059999998368;1.00607046099946E-12;;;1.117364294566E-12;25.4081999999979;12.8694000000017;-1.76863050368754E-12;129.257760000002;7.52474000000229;3.55993999999883;-0.437140000000642;0.420619999998884;-0.294059999997625;;;0.0786405098053553
barmanopt11strips_pfile01001;20_06;14.3782399999986;1785.62176;-1286.5342;-12.8520600000013;31.572300000004;-8.57704000000244;10.5148200000033;-6.26457199999769;0.0100799999998718;1759.13572;6.99448000000225;19.678460000001;177.723960000002;26.4860400000021;;-0.128219999998369;-8.04755399999821;5.41909999999998;-1.59593500000055;-12.4015125000011;0.951839999997305;-0.347860000000787;-13.3461399999988;-3.75861990204417E-13;;-2.10673999999995;2.35218381576573E-12;-13.4307199999978;65.2584999999991;53.3203999999998;14.4017049999998;16.3023399999993;1.9582849999996;0.370399999998356;1.01098548426111E-12;;;1.11586227543193E-12;29.136199999998;13.4307200000017;-1.75996110512479E-12;104.920540000002;7.50778000000228;3.66684999999883;-0.212710000000641;-0.11623000000111;-1.24249999999764;;;0.00591088089539347
barmanopt11strips_pfile01001;21_12;21.7707199999982;1778.22928;-1279.0696;-13.12348;31.4110199999992;-8.62421999999701;7.14192000000164;-10.6519799999999;0.0632999999992691;1750.42044;6.76341999999922;13.6037;175.20088;27.8088400000014;;-0.669719999999095;-12.687747999997;4.29641999999998;-1.75884999999976;-12.7471149999992;0.499720000002223;-0.430460000000853;-13.7382799999975;2.26515021685984E-12;-1.06751653576338E-13;-3.63212000000052;-3.70882315380938E-13;-13.8124999999959;72.0677200000008;53.2268600000026;14.3705299999988;16.052940000001;2.1564899999993;-0.00696000000076607;6.15833278225941E-13;1279.06960000001;2.53242481986562E-12;3.88382857830261E-12;21.6962000000013;13.8124999999983;1.49925710494196E-12;125.394059999996;7.54721999999785;3.07575999999885;-0.333900000001108;0.137339999998552;-0.143920000001709;4.52643083120717E-12;-7.25990424398819E-12;0.0088353261846208
